Question,Answer
Who said the quote: 'I don't know. The man makes a pretty strong bird.'?,Newman
Who said the quote: '(eating) hm.'?,Newman
"Who said the quote: 'Yea, it's the wood that makes it good.'?",Newman
Who said the quote: 'Uh-Huh.'?,Newman
"Who said the quote: 'It's getting cold, it's getting cold.'?",Newman
Who said the quote: 'Well why do we have to keep this from Jerry?'?,Newman
"Who said the quote: 'Number 67, right here, right here!'?",Newman
Who said the quote: 'Hello Jerry.'?,Newman
"Who said the quote: 'I love.. broccoli, its, good for you.'?",Newman
"Who said the quote: 'Gladly. (starts munching on the broccoli, then spits it out)'?",Newman
Who said the quote: 'Vile weed!'?,Newman
"Who said the quote: 'Yes, Yes, now please. Someone, honey mustard.'?",Newman
"Who said the quote: 'My vacation was restful, splendid, magnificent. In fact, next time I'm plannin' on going to Kofu.'?",Jackie Chiles
Who said the quote: 'Oh no.'?,Jackie Chiles
"Who said the quote: 'No way, Kramer. You've brought nothing but a mountain of misfortune and humiliation. Now get out.'?",Jackie Chiles
Who said the quote: 'I said out.'?,Jackie Chiles
Who said the quote: 'The who?'?,Jackie Chiles
Who said the quote: 'I've been wanting a piece of them for years.'?,Jackie Chiles
Who said the quote: 'Did that cigarette warning label mention anything about damage to your appearance?'?,Jackie Chiles
"Who said the quote: 'So you're a victim. Now your face is shallow, unattractive, disgusting.'?",Jackie Chiles
Who said the quote: 'Your face is my case.'?,Jackie Chiles
"Who said the quote: 'Miss Wilkie, your tobacco company has turned this beautiful specimen, into a horrible twisted freak.'?",Jackie Chiles
"Who said the quote: 'Rugged? The man's a goblin. He's only been exposed to smoke for four days. By the time this case gets to trial, he'll be nothing more than a shrunken head.'?",Jackie Chiles
Who said the quote: 'You better believe it. Jackie's cashin' in on your wretched disfigurement.'?,Jackie Chiles
Who said the quote: 'It's a little puzzling we haven't gotten that offer yet.'?,Jackie Chiles
Who said the quote: 'A pow-wow? Who told you to have a pow-wow? I didn't tell you to have pow-wow.'?,Jackie Chiles
Who said the quote: 'How much?'?,Jackie Chiles
Who said the quote: 'No money? Then what'd we get?'?,Jackie Chiles
Who said the quote: 'This is the most public yet of my many humiliations.'?,Jackie Chiles
Who said the quote: '(Eyes glued to the TV) I guess.'?,Newman
Who said the quote: 'Sometimes we don't get what we want.'?,Newman
Who said the quote: 'I didn't get my transfer.'?,Newman
"Who said the quote: 'To Hawaii. The most sought-after postal route of them all. The air is so dewy-sweet you don't even have to like the stamps.. But it's not to be - So, I'm hanging it up.'?",Newman
"Who said the quote: 'Kind of. I'm still collecting checks, I'm just not delivering mail.'?",Newman
"Who said the quote: 'And yet, it's perfectly legal to take a man's soul and crush it out like a stale Pall Mall.'?",Newman
Who said the quote: 'Jerry!'?,Newman
"Who said the quote: '(Urgent) I need that mail, where is it?!'?",Newman
Who said the quote: 'The guy who had the Hawaii transfer got busted for hoarding Victoria Secret catalogues. I gotta deliver that mail!'?,Newman
"Who said the quote: 'Blast! There's no way I can handle 8 in addition to my ususal load of one! I'll never get to Hawaii! (Moves over to Jerry's couch, depressed) I'll be stuck in this apartment building forever! (Lays down on Jerry's couch) The dream is dead.'?",Newman
Who said the quote: 'I usually do. (Gets up to leave) See ya.'?,Newman
Who said the quote: '(Intrigued) What are you proposing?'?,Newman
Who said the quote: 'An alliance?'?,Newman
Who said the quote: 'I feel a draft. (Grabs the bread basket and her drink) Let's change tables.'?,Estelle Costanza
Who said the quote: 'Get outta here! We have a booth.'?,Frank Costanza
"Who said the quote: 'Frank, I'm cold!'?",Estelle Costanza
Who said the quote: 'Order a hot dish.'?,Frank Costanza
Who said the quote: 'Why can't we sit over there? (Points to a table)'?,Estelle Costanza
Who said the quote: '(Yelling) That's not a booth!'?,Frank Costanza
"Who said the quote: '(Trying to match Frank's loudness) So, who says we have to sit in a booth?!'?",Estelle Costanza
Who said the quote: '(Loud shouting) I didn't take the subway all the way to New York to sit at a table like that! (Gestures to the table)'?,Frank Costanza
"Who said the quote: '(Nagging yell) Well, I didn't take the subway to be in a drafty restaurant!'?",Estelle Costanza
"Who said the quote: 'Now, George, what do you want to know about your childhood?'?",Frank Costanza
Who said the quote: '(Looks up) Where's that breeze coming from?'?,Frank Costanza
Who said the quote: 'Kramer bit me!'?,Newman
"Who said the quote: 'We had an arguement about me going to Hawaii, and he locked onto my ankle like it was a soup bone. I'm hubbled! I don't think I can do my route - and they're awarding the transfer in two days!'?",Newman
Who said the quote: 'You?! (Laughs hysterically) You can't deliver mail!'?,Newman
Who said the quote: '(Thinks for a moment) I guess you're right. It's just walking around putting it into boxes..'?,Newman
Who said the quote: 'I could give you my uniform from my rookie year.'?,Newman
"Who said the quote: '""Do not bend"". (Laughs evilly) Just crease, crumple, cram.. you'll do fine. (Phone rings. Newman answers it) Hello?.. This is he. I don't understand.. very well. (Hangs up in disappointment)'?",Newman
Who said the quote: 'That was the Vice President of the post office. I didn't get the transfer.. They knew it wasn't me doing my route!'?,Newman
Who said the quote: '(Stands up) Too many people go their mail! Close to 80%. No body from the post office has ever cracked the 50% barrier! It's like the 3-minute mile!'?,Newman
Who said the quote: 'Exactly. You're a disgrace to the uniform. (Newman takes off Jerry's mailman hat. Jerry turns his head in shame. Newman then tears the post office badge from Jerry's coat)'?,Newman
Who said the quote: '(Realizing) Damn!'?,Newman
"Who said the quote: 'Enough with the comedy! You're very clever, you should look into advertising.'?",Helen Seinfeld
Who said the quote: 'He never even called Ed Roydlick. They were looking for someone!'?,Morty Seinfeld
Who said the quote: 'That's it. I'm gonna to send you fifty dollars.'?,Helen Seinfeld
"Who said the quote: 'We're sending you fifty dollars! Morty, get me an envelope.'?",Helen Seinfeld
Who said the quote: 'I don't see envelopes!'?,Morty Seinfeld
"Who said the quote: 'They're right in front of you! Oh, for heaven's sakes... (She puts the phone down on the couch and goes to help Morty.) Show you...'?",Helen Seinfeld
"Who said the quote: 'Jerry, we can only stay four days.'?",Helen Seinfeld
"Who said the quote: 'Helen, did you pack my travel gym?'?",Morty Seinfeld
"Who said the quote: 'Yes. (to Jerry) Oh, your father bought a exercise device off the television. He does it every morning at four.'?",Helen Seinfeld
"Who said the quote: 'Only twenty-five minutes a day, and you can attach it to any doorknob.'?",Morty Seinfeld
"Who said the quote: 'Well, actually, Jerry, we wanted to talk to you about something.'?",Helen Seinfeld
"Who said the quote: 'Jerry, be serious.'?",Helen Seinfeld
Who said the quote: 'How would you feel if we sold the Cadillac?'?,Morty Seinfeld
"Who said the quote: 'It's too much car, Jerry.'?",Morty Seinfeld
Who said the quote: 'I don't think we even use it.'?,Morty Seinfeld
Who said the quote: 'We already sold it.'?,Helen Seinfeld
"Who said the quote: 'Because we had a buyer, and we couldn't get a free flight until now.'?",Morty Seinfeld
"Who said the quote: 'Well, we could, but we wanted the bulkhead.'?",Helen Seinfeld
Who said the quote: 'Hi Kramer.'?,Helen Seinfeld
Who said the quote: 'Hiya Kramer.'?,Morty Seinfeld
Who said the quote: 'Jerry's upset we sold the Cadillac.'?,Helen Seinfeld
Who said the quote: 'Jack Klompus gave us six grand.'?,Morty Seinfeld
Who said the quote: '(trying to press the cheque on Jerry) And we want you to have the money.'?,Morty Seinfeld
Who said the quote: 'What're you talking about? You had a cheque bounce at the bodega.'?,Morty Seinfeld
"Who said the quote: 'Well, also, Jerry, we read an article in the Sun Sentinel. (digs in her purse and extracts a newspaper clipping) It says standup comedy is not what it used to be, what with def jam and all.'?",Helen Seinfeld
"Who said the quote: 'Jerry, you know, I hear wonderful things about Bloomingdales' executive training program.'?",Helen Seinfeld
Who said the quote: 'You just heard about this today?'?,Morty Seinfeld
Who said the quote: 'Who cancelled?'?,Helen Seinfeld
Who said the quote: '(looks up to heaven) She's deceased.'?,Frank Costanza
Who said the quote: '(looks to Estelle) She had problems. (Estelle nods) Internal.'?,Frank Costanza
"Who said the quote: 'Well, your uncle Moe, he died a young man.'?",Estelle Costanza
Who said the quote: 'Also internal problems.'?,Frank Costanza
"Who said the quote: 'It's that temper on your side. They're yelling and yelling, and then one day, they're all gone.'?",Estelle Costanza
Who said the quote: 'What about your side? Your cousin Hennie. (animated) She was sickly from the moment I met her!'?,Frank Costanza
Who said the quote: '(shouts) Don't you talk about Hennie!'?,Estelle Costanza
Who said the quote: 'So far.'?,Frank Costanza
"Who said the quote: 'Frank, if Aunt Baby were alive today, how old would she be?'?",Estelle Costanza
Who said the quote: 'She'd never make it.'?,Frank Costanza
"Who said the quote: 'So, to what do I owe the pleasure of this, unannounced, visit?'?",Jack Klompus
"Who said the quote: 'You wanna buy it back? Why, you go drugs hidden in the trunk?'?",Jack Klompus
Who said the quote: 'I'm kidding.'?,Jack Klompus
Who said the quote: 'Nine thousand for a Cadillac? It's got no miles on it.'?,Jack Klompus
Who said the quote: 'You're not me.'?,Jack Klompus
Who said the quote: 'The Kelly blue book value. Twenty-two thousand dollars.'?,Jack Klompus
"Who said the quote: 'Done. But, I get to drive it tomorrow, because Doris wants to go to Naples.'?",Jack Klompus
Who said the quote: 'Need a pen?'?,Jack Klompus
Who said the quote: 'Still works.'?,Jack Klompus
Who said the quote: 'He's performing at Bally's in Atlantic City.'?,Helen Seinfeld
Who said the quote: 'You know that number?'?,Morty Seinfeld
"Who said the quote: 'F. F, E, L , D.'?",Helen Seinfeld
Who said the quote: 'He's not there?'?,Helen Seinfeld
Who said the quote: 'Where's Jerry?'?,Helen Seinfeld
Who said the quote: '(surprised) President?'?,Morty Seinfeld
"Who said the quote: 'Jerry, Kramer called Bally's. You weren't registered.'?",Helen Seinfeld
"Who said the quote: 'Well, look who's here. Hello, Seinfelds.'?",Estelle Costanza
Who said the quote: 'We're having an upscale dinner.'?,Frank Costanza
"Who said the quote: 'Well, after talking to you, we realised we may not have much time left.'?",Estelle Costanza
"Who said the quote: 'So, we're blowing it all.'?",Frank Costanza
"Who said the quote: '(holding out his tie) Look George, it's a Pierre Cardin.'?",Frank Costanza
"Who said the quote: '(shouting like there's a bad line) Jerry, I had a little mishap with the car.'?",Jack Klompus
Who said the quote: 'I'm down here in alligator alley. You better get down here.'?,Jack Klompus
Who said the quote: 'Who was that?'?,Helen Seinfeld
Who said the quote: 'That didn't sound like the Golden Nugget.'?,Morty Seinfeld
Who said the quote: 'I'm worried. What happens if we have to support Jerry?'?,Helen Seinfeld
Who said the quote: 'I'd have to go back to work.'?,Morty Seinfeld
Who said the quote: 'Where would you work?'?,Helen Seinfeld
Who said the quote: 'Maybe I should talk to Elaine.'?,Morty Seinfeld
Who said the quote: 'What's not to understand?'?,Morty Seinfeld
"Who said the quote: 'I'm very comfortable working outta the house. I have a phone, we have a Kinko's nearby. You know, I think that my resume speaks for itself.'?",Morty Seinfeld
Who said the quote: 'I don't have it. I'll mail you one.'?,Morty Seinfeld
"Who said the quote: 'You sell clothes here, don't you?'?",Morty Seinfeld
"Who said the quote: 'Well, I sold raincoats in the garment centre for thirty-eight years. In nineteen forty-nine...'?",Morty Seinfeld
"Who said the quote: 'You won't regret this, Miss Benes. What time should I be in? I get up at four, I could be here as early as four twenty-five.'?",Morty Seinfeld
Who said the quote: 'Who's Mr Fancy?'?,Morty Seinfeld
Who said the quote: 'What took you so long?'?,Jack Klompus
"Who said the quote: 'This thing is a, is a behemoth.'?",Jack Klompus
"Who said the quote: 'I was, I was making a, a simple lane change. I, I put on the blinker and it took off on me. And the next thing you know, I was submerged. I'm telling you, Jerry, I'm very lucky that those crocs didn't get me.'?",Jack Klompus
Who said the quote: '(shrugging) Do whatever you want. It's your car.'?,Jack Klompus
"Who said the quote: 'It drove itself into the swamp! Besides, I think I lost my pen, too.'?",Jack Klompus
Who said the quote: 'That's your mother's new car.'?,Frank Costanza
Who said the quote: 'It's a Coupe de Elegance.'?,Frank Costanza
"Who said the quote: 'Your father wanted a Mercedes, but I won't ride in a German car.'?",Estelle Costanza
"Who said the quote: 'George, your mother and I, and Kramer (holds Kramer's hand) have been talking.'?",Estelle Costanza
"Who said the quote: '(claps his hands) You can drop a grand in Disneyworld, like that.'?",Frank Costanza
"Who said the quote: 'Well, it's either that or we stay here, near you, and just sit on the money. What do you think we should do, Georgie?'?",Estelle Costanza
"Who said the quote: '(shocked) A thousand?! I know a coupla Chinamen over there on Forty-third Street, who'll do it for half that.'?",Morty Seinfeld
Who said the quote: 'What?'?,Morty Seinfeld
Who said the quote: 'Morty Seinfeld. I cut velvet for forty years with Harry Altman.'?,Morty Seinfeld
Who said the quote: 'That's right. That's me on the left.'?,Frank Costanza
"Who said the quote: 'Thirty years ago, we came to an agreement. It was the only way I could get some rest.'?",Frank Costanza
Who said the quote: '(confidential) Estelle's got the (jerks his elbow) jimmy arms.'?,Frank Costanza
Who said the quote: 'Like you wouldn't believe.'?,Frank Costanza
"Who said the quote: 'Jerry, it's getting late. You've cleaned up the car. You've made all your phone calls. Why are you still here?'?",Jack Klompus
"Who said the quote: 'You are uh, thinking of staying here?'?",Jack Klompus
"Who said the quote: '(laughing) You've got some nerve. I almost break my neck in that death-trap of yours, and now you ask me for a favour!'?",Jack Klompus
Who said the quote: 'I did not.'?,Jack Klompus
Who said the quote: 'It's too late. We bought a condo at Del Boca Vista. We're leaving tonight.'?,Frank Costanza
Who said the quote: 'We were just being nice.'?,Estelle Costanza
"Who said the quote: '(motherly concern) Cosmo, are you sure you're gonna be alright here alone?'?",Estelle Costanza
"Who said the quote: 'He's not family. It's different, psychologically.'?",Frank Costanza
"Who said the quote: 'Well, it's getting kinda late, why don't we uh...'?",Morty Seinfeld
"Who said the quote: 'Look, if we're gonna stay here until all hours of the night, can we at least get some food here?'?",Morty Seinfeld
"Who said the quote: '(standing) Okay, I'm done. I'll be back in the morning, when he's close to finish with his story.'?",Morty Seinfeld
"Who said the quote: 'Cheap fabric, and dim lighting. That's how you move merchandise.'?",Morty Seinfeld
"Who said the quote: '(unconcerned) Ach, I never knew what the hell I was peddling with those stupid cartoons and that paper book, anyway.'?",Morty Seinfeld
Who said the quote: 'When are we gonna tell Jerry?'?,Morty Seinfeld
Who said the quote: 'I don't wanna worry him. We'll tell him next time we go up.'?,Helen Seinfeld
Who said the quote: 'He thought he could buy back that Cadillac for us? He's not getting away with that.'?,Morty Seinfeld
"Who said the quote: 'Besides, that condo was too much house.'?",Helen Seinfeld
Who said the quote: 'How many times can you check the car?'?,Estelle Costanza
Who said the quote: '(coming away from the window) I saw a bum sleeping in a Cadillac the other day.'?,Frank Costanza
Who said the quote: 'Why would someone break into a car to take a nap?'?,Estelle Costanza
Who said the quote: 'They don't nap. They make it their home. They urinate in there!'?,Frank Costanza
Who said the quote: '(shouts) You're driving me crazy!'?,Estelle Costanza
"Who said the quote: '(standing) That's it, we're going back to Queens. (claps hands) Where's my hat?'?",Frank Costanza
Who said the quote: '(shouts) Nooh!'?,Estelle Costanza
"Who said the quote: 'Sorbonne? Oh, hey. (To Helen) That's in Paris.'?",Morty Seinfeld
"Who said the quote: 'Jerry, she's fantastic.'?",Helen Seinfeld
"Who said the quote: 'She's so sweet, and she's got some body on her!'?",Helen Seinfeld
Who said the quote: 'And smart! Like a computer!'?,Morty Seinfeld
"Who said the quote: 'And so much personality! But, it doesn't matter what we think. Do you like her?'?",Helen Seinfeld
"Who said the quote: 'Well, she's 10 times better than that awful Amber girl that you were with.'?",Helen Seinfeld
"Who said the quote: 'Hey, George!'?",Morty Seinfeld
Who said the quote: 'How're your folks?'?,Morty Seinfeld
Who said the quote: 'What did you say?'?,Morty Seinfeld
"Who said the quote: 'You're being very rude. Come on, Morty.'?",Helen Seinfeld
Who said the quote: 'Tell your parents we said 'Hi!' (They leave)'?,Morty Seinfeld
Who said the quote: '(sings) You're once. Twice. Three times a lady.'?,Newman
Who said the quote: 'What the hell was that?'?,Newman
"Who said the quote: '(sings) Yes, you're once. Twice. Three times...'?",Newman
"Who said the quote: 'Aaah! Aaagh! Aah-aah. Oh, oh the humanity! Aaagh!'?",Newman
"Who said the quote: 'Jerry, this is Del Boca Vista's new physical fitness room. They got medicine balls, you can bike ride, anything you want.'?",Morty Seinfeld
Who said the quote: 'What?'?,Morty Seinfeld
Who said the quote: '(opening his tracksuit top) See what I'm wearing?'?,Morty Seinfeld
"Who said the quote: 'No, your mother found it. Son, this is the most wonderful and thoughtful thing you've ever done for me.'?",Morty Seinfeld
"Who said the quote: 'Hoh, here he is. This is the man I wanted you to see. Izzy Mandelbaum. He's eighty years old, but strong as an ox. (pointing) Watch this.'?",Morty Seinfeld
Who said the quote: 'See that? You couldn't do that.'?,Morty Seinfeld
"Who said the quote: 'This is my son Jerry, from New York. (leaning toward Sid) He thinks he can lift more than Izzy.'?",Morty Seinfeld
Who said the quote: 'Izzy used to work out with Charles Atlas in the fifties.'?,Morty Seinfeld
Who said the quote: '(unpanicked) There's already an ambulance here for Mrs Glickman. There's room for one more.'?,Morty Seinfeld
Who said the quote: '(accusing) How could you do that to Mr Mandelbaum? You should be ashamed of yourself.'?,Helen Seinfeld
Who said the quote: 'You should be more mature.'?,Helen Seinfeld
"Who said the quote: '(standing) Okay. Tomorrow, Jerry and I will visit Izzy and apologise. Now, goodnight.'?",Morty Seinfeld
Who said the quote: '(walking after Morty) You're not sleeping in that shirt. It's too tight.'?,Helen Seinfeld
Who said the quote: 'This shirt will never leave my body.'?,Morty Seinfeld
Who said the quote: '(to Jerry) Goodnight.'?,Helen Seinfeld
Who said the quote: '(without looking up) Who are they?'?,Morty Seinfeld
Who said the quote: '(walking back out of the room) Don't tell your mother.'?,Morty Seinfeld
Who said the quote: 'The Mandelbaums own the Magic Pan restaurants.'?,Morty Seinfeld
Who said the quote: 'Yeah. This is all big crepe money.'?,Morty Seinfeld
Who said the quote: 'This was a gift from my son.'?,Morty Seinfeld
Who said the quote: 'Call an ambulance.'?,Morty Seinfeld
Who said the quote: 'Hey Jerry. Number One here. Did you go see Izzy at the back specialist?'?,Morty Seinfeld
Who said the quote: 'You have to go see him.'?,Helen Seinfeld
"Who said the quote: 'Helen, will you stop bothering him.'?",Morty Seinfeld
"Who said the quote: 'Jerry, that shirt is gone right to his head.'?",Helen Seinfeld
"Who said the quote: 'Number One, signing off.'?",Morty Seinfeld
"Who said the quote: 'You just got it? Damn, the mail is slow.'?",Newman
Who said the quote: 'I have done nothing unethical.'?,Newman
"Who said the quote: 'Cancel! (jumps to feet) Think again, longshanks! I started planning this in nineteen seventy-eight. I put a deposit down on that revolving restaurant that overlooks Times Square, and I booked Christopher Cross.'?",Newman
Who said the quote: '(thoughtful) What kind?'?,Newman
"Who said the quote: 'That's good stuff, and you can never have too much ice. Alright, I'll tell you what I'll do. You can co-host the party with me, under one condition. No Jerry. Jerry is not invited.'?",Newman
"Who said the quote: 'That he may be. But he's outta my life, starting in the year two-thousand. For me, the next millennium must be, Jerry-free!'?",Newman
Who said the quote: 'Hello Jerry. (to Kramer) What did you say to Elaine? I just got her cancellation in the mail.'?,Newman
"Who said the quote: 'Well, it's her mistake. Because she is going to miss the party of a lifetime.'?",Newman
"Who said the quote: 'Alright. Come back to my party, please.'?",Newman
"Who said the quote: '(reluctant) You don't wanna do your... act, or anything, do you?'?",Newman
"Who said the quote: 'Alright then, I guess I can accept a little Jerry, if it gets me a (suggestive) lot of Elaine.'?",Newman
Who said the quote: 'To the Newmanniun! (holds out his hand)'?,Newman
"Who said the quote: '(smug) As a matter of fact, I did.'?",Newman
Who said the quote: 'Hello Elaine. Where are they?'?,Newman
"Who said the quote: 'All right, I'm going to need a clean 8 ounce glass.'?",Newman
"Who said the quote: 'If I'm curt, then I appologize. But as I understand it, we have a situation here and time is of the essence.'?",Newman
"Who said the quote: 'Well, let's see, I've got a ten kroner, a five kroner, a twenty kroner? No wait, that's another ten kroner. A fimty kroner? How much is that?'?",David Puddy
Who said the quote: 'What?'?,David Puddy
Who said the quote: 'Well what about you? What do you think The Gap in Rome has that's not in The Gap on Broadway?'?,David Puddy
Who said the quote: 'Fine!'?,David Puddy
"Who said the quote: '(to flight attendant) You know I think ultimately, I'm upset with myself. I knew what I was getting into, she's a bitter, unstable person. I mean the sex was good. I'm sure it was fine for her. I need more.'?",David Puddy
"Who said the quote: 'Hello, Jerry.'?",Newman
"Who said the quote: 'You know, old friend, sometimes I ponder this silly gulf between us and I say, ""Why?"" Are we really so different. For what is--'?",Newman
"Who said the quote: 'Damn you Seinfeld. You useless pustule. Um, somebody's got something on the griddle. maybe it's Kramer.'?",Newman
Who said the quote: 'Butter?'?,Newman
"Who said the quote: 'Yeah, I know.'?",David Puddy
"Who said the quote: 'It's a long flight, Elaine. I had to get on with my life.'?",David Puddy
"Who said the quote: 'Yeah, that's right. Well, what's going on over there with you and, uh, Vegetable Lasagna?'?",David Puddy
"Who said the quote: 'Well, she doesn't mean anything to me either. If it were up to me, we'd still be together.'?",David Puddy
Who said the quote: 'Ok.'?,David Puddy
Who said the quote: 'Let's make out.'?,David Puddy
Who said the quote: 'It was stupid.'?,David Puddy
Who said the quote: 'No I'm good.'?,David Puddy
Who said the quote: 'No.'?,David Puddy
Who said the quote: 'Yeah.'?,David Puddy
"Who said the quote: 'Tell me about it, I don't know why I ever took you back.'?",David Puddy
"Who said the quote: 'How much longer you gonna be, I'm starving here.'?",Newman
"Who said the quote: 'That smell. It's still with you, huh?'?",Newman
Who said the quote: 'Here.'?,Newman
Who said the quote: 'I'll meet you at the coffee shop.'?,Newman
Who said the quote: 'Butter. Kramer. Butter. Kramer.'?,Newman
Who said the quote: 'Hee hee! Yeah yeah!'?,Newman
Who said the quote: '(salivating) Turkey?'?,Newman
Who said the quote: 'I'm sorry I missed that.'?,Newman
Who said the quote: 'Here. Hold this.'?,Newman
Who said the quote: 'Ditto.'?,David Puddy
Who said the quote: 'Go to Hell.'?,David Puddy
"Who said the quote: 'Hey Benes, How are you?'?",David Puddy
Who said the quote: 'Great. (pauses) See ya.'?,David Puddy
Who said the quote: 'So the gloves were right by the phone. That is pretty funny.'?,David Puddy
Who said the quote: 'I mean I love just seeing you and having sex.'?,David Puddy
Who said the quote: 'Not having to do all thatyou knowwork.'?,David Puddy
"Who said the quote: 'All that calling you, and buying you stuff'?",David Puddy
Who said the quote: 'Caring about how everyone at work isnt as smart as you. Its brutal.'?,David Puddy
"Who said the quote: 'Oh, no.'?",David Puddy
"Who said the quote: 'Look Elaine, be reasonable.'?",David Puddy
Who said the quote: 'What?'?,David Puddy
"Who said the quote: 'Hey, you want to split a root beer (I think thats what he says)?'?",David Puddy
Who said the quote: 'OhThats a nice sweater (Elaine smiles).'?,David Puddy
Who said the quote: 'ELAINE I want to break up.'?,David Puddy
Who said the quote: 'I got no leg room back here. Move your seat forward.'?,Frank Costanza
Who said the quote: 'That's as far as it goes.'?,Estelle Costanza
"Who said the quote: 'There's a mechanism. You just pull it, and throw your body weight.'?",Frank Costanza
Who said the quote: 'I pulled it. It doesn't go.'?,Estelle Costanza
"Who said the quote: 'If you want the leg room, say you want the leg room! Don't blame the mechanism!'?",Frank Costanza
"Who said the quote: 'Like an animal. Because of her, I have to sit here like an animal! Serenity now! Serenity now!'?",Frank Costanza
"Who said the quote: 'Doctor gave me a relaxation cassette. When my blood pressure gets too high, the man on the tape tells me to say, 'Serenity now!''?",Frank Costanza
Who said the quote: 'The man on the tape wasn't specific.'?,Frank Costanza
Who said the quote: 'I told you to fix that thing.'?,Estelle Costanza
Who said the quote: 'Serenity nowww!'?,Frank Costanza
Who said the quote: 'I hate that old door. Throw it out!'?,Estelle Costanza
Who said the quote: 'Serenity now!'?,Frank Costanza
Who said the quote: 'Will you put her to rest for me?'?,Frank Costanza
Who said the quote: '(From other room) Get George to put those boxes in the garage.'?,Estelle Costanza
Who said the quote: '(From other room) It's junk.'?,Estelle Costanza
Who said the quote: 'My computers. I've been selling them for two months now. Shut up!'?,Frank Costanza
"Who said the quote: 'Two months ago, I saw a provocative movie on cable TV. It was called The Net, with that girl from the bus. I did a little reading, and I realize, it wasn't that farfetched.'?",Frank Costanza
"Who said the quote: 'Yes, I do. That's why I got a secret weapon... my son.'?",Frank Costanza
Who said the quote: '(From another room ) You're late!'?,Estelle Costanza
"Who said the quote: 'I'm not 'dad' in the workplace. My professional name is Mr. Costanza, and I will refer to you as 'Costanza'. Morning, Braun.'?",Frank Costanza
Who said the quote: 'Your mother recommended him.'?,Frank Costanza
Who said the quote: 'I didn't read his resume.'?,Frank Costanza
"Who said the quote: '(Drawing a zero under George's name) This is your lagging. Good work, Braun.'?",Frank Costanza
"Who said the quote: '(From another room) Good for you, Lloyd!'?",Estelle Costanza
"Who said the quote: 'You're late again, Costanza, so listen up. Starting tonight, we're having a little sales contest. The loser gets fired, the winner gets a Waterpik.'?",Frank Costanza
Who said the quote: '(From another room) You're not giving away our Waterpik!'?,Estelle Costanza
Who said the quote: 'Serenity now!'?,Frank Costanza
Who said the quote: 'I guess your mother was right. You never could compete with Lloyd Braun! (Lloyd rings his sale bell and smiles)'?,Frank Costanza
"Who said the quote: 'Hey, Braun, Costanza's kicking your butt!'?",Frank Costanza
"Who said the quote: 'Costanza, you're white hot!'?",Frank Costanza
"Who said the quote: 'Hey, Braun, I got good news and bad news. And they're both the same you're fired. Costanza, you've won the water pik!'?",Frank Costanza
Who said the quote: 'You're not gonna give away that water pik!'?,Estelle Costanza
"Who said the quote: 'You wanna bet? Serenity now, serenity now!'?",Frank Costanza
Who said the quote: 'You single-handedly brought Costanza and Son to the brink of bankruptcy.'?,Frank Costanza
Who said the quote: 'He's crazy. His phone wasn't even hooked up. He just liked ringing that bell.'?,Frank Costanza
Who said the quote: 'I told you to clean out this garage. I have to put my car in!'?,Estelle Costanza
Who said the quote: 'This is a place of business. I told you never to come in here. Serenity now!'?,Frank Costanza
Who said the quote: 'All right...'?,Estelle Costanza
"Who said the quote: 'So, what am I supposed to say?'?",Frank Costanza
"Who said the quote: 'Move your crap, I'm comin' in!'?",Estelle Costanza
Who said the quote: 'No you're not! Hoochie mama! Hoochie mama!'?,Frank Costanza
"Who said the quote: 'No, we just came for the funeral. `'?",Morty Seinfeld
"Who said the quote: 'Poor Marvin Kessler, he went too early.'?",Helen Seinfeld
"Who said the quote: 'That had nothing to do with it, the man was out of shape.'?",Morty Seinfeld
Who said the quote: 'That's why we joined a program. We walk once around the block three times a week.'?,Helen Seinfeld
Who said the quote: 'And every morning I eat a plum.'?,Morty Seinfeld
Who said the quote: 'What about you?'?,Helen Seinfeld
"Who said the quote: 'Yeah, looks like you're getting a little spare tire there, tiger.'?",Morty Seinfeld
"Who said the quote: 'Hey, Mr. Kramer!'?",Morty Seinfeld
Who said the quote: 'We just came down for a funeral.'?,Helen Seinfeld
Who said the quote: 'See you downstairs with the car.'?,Helen Seinfeld
"Who said the quote: 'No no, the luggage is on the program. I got a brick in here.'?",Morty Seinfeld
"Who said the quote: 'Kramer called, he told that you were in a hospital.'?",Helen Seinfeld
Who said the quote: 'He calls every week. Are you all right?'?,Helen Seinfeld
Who said the quote: 'He says he's fine.'?,Helen Seinfeld
Who said the quote: 'Tell him to eat a plum.'?,Morty Seinfeld
"Who said the quote: 'Jerry, you really have to take better care of yourself. We bought you some session with a personal trainer.'?",Helen Seinfeld
Who said the quote: 'Plum...(Jerry hangs up.)'?,Morty Seinfeld
Who said the quote: 'Hello Jerry.'?,Newman
"Who said the quote: '(finishing eating) Seriously, is this the best okra you've ever had, or what?'?",David Puddy
Who said the quote: 'Delish?'?,David Puddy
"Who said the quote: 'Oh, like scrump.'?",David Puddy
Who said the quote: '(leaving) I'm gonna be late. See ya later.'?,David Puddy
"Who said the quote: 'Excuse me, can I borrow your ketchup?'?",Jack Klompus
Who said the quote: 'Thank you.'?,Jack Klompus
Who said the quote: '(answering the phone) Hello?'?,Estelle Costanza
Who said the quote: 'Let me put your father on the phone.'?,Estelle Costanza
Who said the quote: 'Who is this?'?,Frank Costanza
