Question,Answer
Who said the quote: 'Yippie-yi-yay!'?,Cosmo Kramer
"Who said the quote: 'Hey, Van B. Boys.'?",George Costanza
"Who said the quote: 'Now, fellas, fellas.. easy. You wouldn't want to beat up on one of your own.'?",George Costanza
"Who said the quote: 'Right.. the sign. (Hesitates, then makes a series of stupid gestures)'?",George Costanza
Who said the quote: '(Defensively loud) It was when I was banging!'?,George Costanza
"Who said the quote: 'Love to! (Cracks his knuckles, then winces under the pain)'?",George Costanza
Who said the quote: '(To his parents) So? What do you think?'?,Jerry Seinfeld
Who said the quote: 'I knew it! I'm not crazy.'?,Jerry Seinfeld
"Who said the quote: '(After seeing how much his parents like her) Now, I'm not so sure.'?",Jerry Seinfeld
"Who said the quote: 'yeah, Amber.. I wonder if she's back from Vegas..'?",Jerry Seinfeld
"Who said the quote: 'Alright, alright! (Goes out onto the sidewalk. The Seinfelds walk by) Seinfelds!'?",George Costanza
"Who said the quote: 'Shhh! Listen, you gotta do me a favor. Give me your wallet. I'll give it back to you later.'?",George Costanza
"Who said the quote: 'Eh, they're trying to pick out a new couch - you don't want to know. (Remembering the watching Van Buren Boys) Give me your wallet, or I'll spill your guts right here on the street!'?",George Costanza
"Who said the quote: 'Come on, hurry up, old man! I'm an animal!'?",George Costanza
"Who said the quote: '(Pleading) Please, please, they're gonna hit me! (Attempts to grab Helen's purse, she starts hitting George defensively, he backs off)'?",George Costanza
Who said the quote: 'Look how dark it's gettin' already.'?,Cosmo Kramer
"Who said the quote: 'Well, it's not Daylight Savings Time yet.'?",Jerry Seinfeld
Who said the quote: 'When does it start?'?,Cosmo Kramer
"Who said the quote: '(pause) I don't know, they just tell you the night before.'?",Jerry Seinfeld
"Who said the quote: 'Uh. Well, I'm sick o' waiting. (pulls out his pocket-watch (it has a chain, too)) I am springin' ahead riiight now.'?",Cosmo Kramer
"Who said the quote: '(under breath) Oh, I'm sure that won't cause any problems..'?",Jerry Seinfeld
"Who said the quote: 'Oh, god, it's Mike Moffit..'?",Jerry Seinfeld
"Who said the quote: 'Oh now, don't tell me you're still mad at him for calling you a phony. Jerry, that was five years ago!'?",Cosmo Kramer
Who said the quote: 'I'm not a phony an' I don't want anything to do with this guy.'?,Jerry Seinfeld
Who said the quote: 'Hey! Mike!'?,Cosmo Kramer
Who said the quote: 'Fine. An' I'm not just sayin' that..'?,Jerry Seinfeld
Who said the quote: 'No openings in arson?'?,Jerry Seinfeld
"Who said the quote: '(quickly) Ah no no no. No bets for me, I uh, I got a disease.'?",Cosmo Kramer
Who said the quote: 'I'm feelin' a bit queasy myself. Maybe I'll see you in another five years. (casually leaves)'?,Jerry Seinfeld
Who said the quote: 'You kidding? It's all water near a bridge.'?,Cosmo Kramer
Who said the quote: '(pulling out his timepiece) Oh yes. Uh.. it's aaalmost six.'?,Cosmo Kramer
"Who said the quote: 'Oh! These designs look great! Peggy, you really saved me.'?",Elaine Benes
Who said the quote: '(leaving with the drawings) Mr. Peterman is gonna love 'em.'?,Elaine Benes
"Who said the quote: 'You won't believe this but, as I'm leaving, she calls me ""Susie.""'?",Elaine Benes
Who said the quote: 'I don't see you as a Susie. Sharon maybe.'?,Jerry Seinfeld
"Who said the quote: 'What am I, a--a bulimic, chain-smoking, stenographer from Staten Island?'?",Elaine Benes
Who said the quote: 'Who are you describing?'?,Jerry Seinfeld
Who said the quote: 'Someone I know.'?,Elaine Benes
Who said the quote: 'Named Sharon?'?,Jerry Seinfeld
Who said the quote: 'I'd rather not say.'?,Elaine Benes
Who said the quote: 'Hey.'?,George Costanza
Who said the quote: '(to say hello) Mmm! What's in the bag?'?,Elaine Benes
"Who said the quote: '(sitting) Newww tuxedo. For the Pinstripe Ball. Steinbrenner is throwing a huge party at Tavern on the Green, heh!'?",George Costanza
Who said the quote: 'Kind of a Yankee prom?'?,Jerry Seinfeld
Who said the quote: '(resentfully dampened) It's not a prom. It's a Ball.'?,George Costanza
Who said the quote: 'You taking Allison?'?,Jerry Seinfeld
"Who said the quote: 'Yes, of course I'm taking Allison. This woman is genetically engineered to go to a ball. Tall, blonde, lithe--'?",George Costanza
Who said the quote: 'Live?'?,Jerry Seinfeld
Who said the quote: 'Lithe.'?,Elaine Benes
Who said the quote: 'Live?'?,George Costanza
Who said the quote: '(rolling her eyes) Lithe!'?,Elaine Benes
"Who said the quote: 'Oh, lithe!'?",Jerry Seinfeld
"Who said the quote: 'Well, you two'll have a great time there.'?",Elaine Benes
Who said the quote: 'It can't be worse than this.'?,Jerry Seinfeld
Who said the quote: 'Mmm!'?,Elaine Benes
Who said the quote: 'An' wait'll you see the dress that she's got. It's backless! Uh?! I'm finally gonna make a Great Entrance!'?,George Costanza
Who said the quote: 'Backless? Ya gonna back her in?'?,Elaine Benes
"Who said the quote: 'Elaine, when a woman makes a Ball Entrance.. she twirls.'?",George Costanza
Who said the quote: 'She's not gonna twirl--'?,Elaine Benes
Who said the quote: 'She'll Twirl.'?,George Costanza
"Who said the quote: 'That is what Mr. Steinbrenner wants. He wants, everyone, ta, twirl around.'?",George Costanza
"Who said the quote: 'Hey! Uh--listen--did you get your--uh--boss's Knick ticket, for Kramer?'?",George Costanza
Who said the quote: 'Oh! Great!'?,George Costanza
Who said the quote: 'Woo! Courtside! (mock-snide) Is that the best you could do? Ha ha!'?,George Costanza
Who said the quote: 'What?'?,George Costanza
Who said the quote: '(pause) Uh-oh.'?,George Costanza
Who said the quote: 'She wants to talk.'?,Jerry Seinfeld
"Who said the quote: 'She doesn't Want to talk, she needs to talk.'?",George Costanza
Who said the quote: 'Nobody needs to talk.'?,Jerry Seinfeld
"Who said the quote: 'Who would Want to. She tried to end it with me, Jerry.'?",George Costanza
Who said the quote: 'What'd ya do?'?,Jerry Seinfeld
"Who said the quote: 'I told her I was out o' soda, I went out to get some, an' I never went back.'?",George Costanza
Who said the quote: '(pause) All night?!'?,Jerry Seinfeld
"Who said the quote: 'Yeah, I slept at my parents' house.'?",George Costanza
Who said the quote: 'And she wants to break up with you..'?,Jerry Seinfeld
Who said the quote: 'Ha! (snort) Can you believe it? (amused) I'm supposed to be havin' lunch with her right now at Pomodoro.'?,George Costanza
"Who said the quote: 'Uh-oh. ""Everybody breaks up at Pomodoro's.""'?",Jerry Seinfeld
Who said the quote: 'So? What'm I gonna do?'?,George Costanza
Who said the quote: 'You really like this girl.'?,Jerry Seinfeld
Who said the quote: 'No. I like the ball! This is my One Chance to make a Great Entrance! My whole life! I have never made a great entrance!'?,George Costanza
Who said the quote: 'You've made some Fine Exits.'?,Jerry Seinfeld
Who said the quote: '(admitting) All right..'?,George Costanza
Who said the quote: 'So what do you do? You can't keep avoiding her.'?,Jerry Seinfeld
"Who said the quote: '(resolved) Why not. (determined) If she can't find me, she can't break up with me. And, if we're still goin' out, she has to gooo to the ballll.'?",George Costanza
"Who said the quote: '(suddenly entering) Hey, oh--listen. Did you get my ticket from Allison--'?",Cosmo Kramer
"Who said the quote: 'Yeah, yeah, right here. (hands it to him)'?",George Costanza
Who said the quote: 'All right! Yeah.. Courtside.. Whoa! Don't let this girl get away..'?,Cosmo Kramer
Who said the quote: '(clipping on shades) Ha.. She'll have to find me first. (leaving)'?,George Costanza
"Who said the quote: '(All right.) (to Jerry) Ah? Oh, by the way you owe Mike a hundred dollars.'?",Cosmo Kramer
Who said the quote: 'What for?'?,Jerry Seinfeld
"Who said the quote: 'Well I put a bet down for ya on tonight's game. Yeah, if the Knicks beat the Pacers by more than thirty-five? It pays ten to one. Oo-oo! That's some sweet action!'?",Cosmo Kramer
"Who said the quote: 'But I don't want any ""sweet action.""'?",Jerry Seinfeld
"Who said the quote: 'Well, I couldn't do it I got a gamblin' problem.'?",Cosmo Kramer
Who said the quote: 'So you put down my money?!'?,Jerry Seinfeld
Who said the quote: '(impatient sigh) You don't have a problem.'?,Cosmo Kramer
"Who said the quote: 'Not (with) that, no..'?",Jerry Seinfeld
"Who said the quote: '(coming in) Uh.. Hi, Peggy. Um.. Look, I should have said this yesterday, but--'?",Elaine Benes
Who said the quote: 'Yeah. See that--'?,Elaine Benes
"Who said the quote: 'Well. Well, I thought she did a pretty good Job..'?",Elaine Benes
"Who said the quote: '(testy, leans into Peggy's personal space) Look-it. It's not Suze. All right? It's Su-zie. My name, is Su-zie!'?",Elaine Benes
"Who said the quote: '(on tape, singing) ""Believe it or not, George, isn't at home, please leave a mes-saaage at the beep. I must be out or I'd pick up the pho-one. Where could I be? Believe it or not, I'm not hooome."" (beep)'?",George Costanza
"Who said the quote: 'George, pick up. I know you're screening for Allison.'?",Jerry Seinfeld
"Who said the quote: '(answers phone, good mood) Hey.'?",George Costanza
"Who said the quote: 'So, coffee shop?'?",Jerry Seinfeld
"Who said the quote: 'No, I can't. She knows I go there. It's not secure. (the call waiting beeps) Hey, I got another call comin' in. I gotta let the machine get it. Bye. (hangs up)'?",George Costanza
"Who said the quote: '(on tape, singing) ""Believe it or not, George, isn't at home, please leave a mes-saaage at the beep. I must be out or I'd pick up the pho-one. Where could I be? Believe it or not, I'm not hooome."" (beep)'?",George Costanza
"Who said the quote: '(to phone) Hi, Allison? Oh, I guess you're not at home.. I probably should 'ave tried you at the office. Anyway, good to hear from ya, really looking forward to the ball.. (hangs up and happily chuckles) Ha ha!'?",George Costanza
Who said the quote: 'Can you believe this woman?'?,Elaine Benes
Who said the quote: '(ironic outrage) The nerve. Talkin' about ya behind your back--and right to your face!'?,Jerry Seinfeld
"Who said the quote: 'No. ""Suze!"" I mean, ""Suzie!"" ""Suzanne!"" ""Suzanna."" Fine! But there is no, way, I'm gonna be a Suze.'?",Elaine Benes
Who said the quote: 'No. No Suze.'?,Jerry Seinfeld
Who said the quote: '(tense) I mean--what am I--some pom-pom-wavin' Backseat Bimbo?!'?,Elaine Benes
Who said the quote: 'Who are you describin'?'?,Jerry Seinfeld
Who said the quote: 'Someone I know!'?,Elaine Benes
Who said the quote: 'Named Suze?'?,Jerry Seinfeld
"Who said the quote: 'No, still Sharon!'?",Elaine Benes
"Who said the quote: '(comes in, subdued) Hey. (grabs a water from refrigerator)'?",Cosmo Kramer
"Who said the quote: 'Hey, I thought you went to the game.'?",Jerry Seinfeld
Who said the quote: 'No. I was kicked out for fightin' with one of the players. (leaving)'?,Cosmo Kramer
Who said the quote: 'Wait. Way--way--way--way--way--way--wait! Who?!'?,Jerry Seinfeld
Who said the quote: '(stops) W--Reggie Miller.'?,Cosmo Kramer
Who said the quote: 'Cheryl Miller's brother?'?,Elaine Benes
Who said the quote: 'Yeah. (leaving)'?,Cosmo Kramer
"Who said the quote: 'Hey--hey--hey--wait, wait, wait, wait! What happened!'?",Jerry Seinfeld
"Who said the quote: '(stops again) Well, first of all, for some reason, they started the game an hour Late. And uh, I was sittin' next to Spike Lee an' he an' Reggie were jawin' at each other, so I guess I got involved. (leaving)'?",Cosmo Kramer
"Who said the quote: '(same time as Jerry) --Wait, whoa--whoa--whoa--whoa!--'?",Elaine Benes
"Who said the quote: 'Well--wait--wait--wait--wait! What do you mean ""involved""?!'?",Jerry Seinfeld
"Who said the quote: '(stops again) Well I.. ran out onto the court an' threw a hotdog at Reggie Miller. ""Involved."" An' they threw meee, an' Reggie, an' Spike out o' the game.'?",Cosmo Kramer
Who said the quote: 'So that's it?'?,Elaine Benes
"Who said the quote: 'Well I, well I, felt, pretty bad about everything an' uh, then the three of us, we went to a strip club. (leaves)'?",Cosmo Kramer
Who said the quote: 'Can you believe that?'?,Jerry Seinfeld
Who said the quote: 'I didn't know Cheryl Miller's brother played basketball.'?,Elaine Benes
"Who said the quote: '(suddenly comes back, excited) The Knicks killed 'em a hundred an' ten to seventy three!'?",Cosmo Kramer
"Who said the quote: 'What--of course, without Reggie Miller, it's a blowout!'?",Jerry Seinfeld
"Who said the quote: 'No, Jerry--that's thirty-seven points! The Knicks covered! You won! See, that's a cooool-G, Daddy-O--now you gotta let it riiiide!'?",Cosmo Kramer
Who said the quote: 'On what?!'?,Jerry Seinfeld
"Who said the quote: '(real addict) Ah, come-on, Jerry--I don't wanna lose this feeling. Hey--let's go down to the O.T.B. We'll put some money on the ponies. (getting out pocket-watch)'?",Cosmo Kramer
"Who said the quote: 'Yeah, all right.'?",Jerry Seinfeld
Who said the quote: '(looking at watch) Ssssh--ah! They just closed!'?,Cosmo Kramer
Who said the quote: '(not) Oh. Too Bad.'?,Jerry Seinfeld
Who said the quote: 'Mr. Peterman? You wanted to see me?'?,Elaine Benes
Who said the quote: 'Su-sie?'?,Elaine Benes
Who said the quote: '(nit) It's Susie.'?,Elaine Benes
"Who said the quote: '(dismayed) Ah, all o'--all of us?'?",Elaine Benes
"Who said the quote: 'Allison. Hi. Uh--listen I'm really sorry about what happened at the game last night. Listen--could I have a ticket tonight--'cause the Rockets are in town an' that, Hakeem Olajuwon? Ohhh--he's got a real attitude.'?",Cosmo Kramer
"Who said the quote: 'Oh, yeah, yeah. Well, he--uh--visits the guy across the hall from me like every ten minutes.'?",Cosmo Kramer
"Who said the quote: '(singing) Believe it or not, Geooorge isn't at home.'?",Jerry Seinfeld
Who said the quote: 'Hey Mike.. How 'bout those Knicks?'?,Jerry Seinfeld
Who said the quote: 'Why not?'?,Jerry Seinfeld
"Who said the quote: 'Mike. You say you're a bookie? You take a bet an' then you can't pay? I don't know, Mike, to me it sounds a little, how you say.. ""Phony""?'?",Jerry Seinfeld
"Who said the quote: 'You know, you're supposed to be the Bookie. Act like one.'?",Jerry Seinfeld
Who said the quote: '(trying to shut the trunk hood) Something wrong with this trunk.'?,Jerry Seinfeld
"Who said the quote: 'So--ah, Kramer. Why'd you ask me out to dinner? (amused) An' why Pomodoro?'?",George Costanza
"Who said the quote: '(quiet, delicately) Allison spoke to me, and um. She wanted me to speak to you.'?",Cosmo Kramer
Who said the quote: '(quiet) Uh-oh.'?,George Costanza
"Who said the quote: 'We all know that this relationship isn't working. So Allison an' I think that the best thing to do is just.. make a, clean break.'?",Cosmo Kramer
Who said the quote: 'Can't we discuss this?'?,George Costanza
Who said the quote: '(reasoning) We just don't think you're ready for a serious relationship!'?,Cosmo Kramer
Who said the quote: '(dismayed) I didn't even know you wanted to get serious!'?,George Costanza
"Who said the quote: '(dismayed) So what am I in this for? You know, I'm getting to a point in my life where I need something more than just.. a good time. (is tearing up)'?",Cosmo Kramer
Who said the quote: '(pause) Are you?'?,George Costanza
Who said the quote: 'Wha--me? No! No. But she is.'?,Cosmo Kramer
"Who said the quote: 'I, I can't believe this is happening!'?",George Costanza
"Who said the quote: 'George, we're sorry.'?",Cosmo Kramer
Who said the quote: 'Krama. Please.'?,George Costanza
"Who said the quote: '(leaves, upset) Waaa-aa--aa! I'm sorry--'?",Cosmo Kramer
"Who said the quote: '(entering, uneasy) Mr. Peterman, Peggy, I.. guess we, should just get this over with. (sits)'?",Elaine Benes
"Who said the quote: 'Oh. No, we're not--'?",Elaine Benes
"Who said the quote: 'Look. (engaging smile) We don't have to name names, or, point fingers, or.. (breathes in) name names! (indicating empty chair) Me and her, have had our problems. She and I have had our problems! You and I, and she and you--'?",Elaine Benes
"Who said the quote: 'Yes! And I am convinced that if she were here with us today, she would agree with me, too.'?",Elaine Benes
Who said the quote: '(uh-oh) Her?'?,Elaine Benes
Who said the quote: 'Ah--this is part of the problem!'?,Elaine Benes
"Who said the quote: '(smiling, convincing) You're a, huuge part of the problem. But, I think that at it's core, this is a Susie-and-Elaine problem that requires, a Susie-and-Elaine solution! And, who better to do that than.. Elaine and Susie! Susie and Elaine!'?",Elaine Benes
"Who said the quote: '(feigning hearing something) What?! Oh! Oh, I'm, coming! I--I gotta go. (rushes out!)'?",Elaine Benes
Who said the quote: 'Mike's outside. He wants to talk to you.'?,Cosmo Kramer
Who said the quote: 'Well why doesn't he just come in?'?,Jerry Seinfeld
"Who said the quote: 'Because he's scared, Jerry.'?",Cosmo Kramer
Who said the quote: 'Why is he scared.'?,Jerry Seinfeld
"Who said the quote: '(sighs, opens door) Come on in. Did you do this? (Mike has two hand casts on)'?",Cosmo Kramer
"Who said the quote: 'Yeah, but--'?",Jerry Seinfeld
Who said the quote: 'Uh--ah--ah! You broke his thumbs.'?,Cosmo Kramer
Who said the quote: 'It was an accident.'?,Jerry Seinfeld
"Who said the quote: 'Oh, is that what you call it when, Somebody doesn't Pay Up?'?",Cosmo Kramer
Who said the quote: '(hands up) I don't want it that way.'?,Jerry Seinfeld
"Who said the quote: 'Nuh! Okay Jerry, how about if Mike fixes your truuunk, we call it even, an' this way, nobody has to get hurt.'?",Cosmo Kramer
Who said the quote: '(whatever) Fine..'?,Jerry Seinfeld
"Who said the quote: 'See that was nice, Jerry. (under breath) Oh, by the way, I'm the one who broke your trunk.'?",Cosmo Kramer
"Who said the quote: 'Ah, it's just a car.'?",Jerry Seinfeld
Who said the quote: 'Hi.'?,George Costanza
"Who said the quote: '(looking down, nodding) Hi.'?",Cosmo Kramer
"Who said the quote: 'It's, funny runnin' into you here.'?",George Costanza
"Who said the quote: 'Yeah, yeah..'?",Cosmo Kramer
Who said the quote: '(embarrassed/self-conscious about his gut) Do I? Thanks.. You too..'?,George Costanza
"Who said the quote: 'Ooo, yeah.. (indicating his face, embarrassed) (Heh, right.) You know, it's gettin' kind of late, I, I really have to be going, so, uh, it's nice seeing you again, all right--'?",Cosmo Kramer
"Who said the quote: '(sad) Yeah! Yeah. Hey--hey you, you know.. Maybe I'll call you sometime.'?",George Costanza
"Who said the quote: 'George, it's over. It's just.. It's Over. (leaves)'?",Cosmo Kramer
"Who said the quote: '(pause) What do you think, Jerry.'?",George Costanza
"Who said the quote: '(wistful) I don't know, I just see you guys together.'?",Jerry Seinfeld
Who said the quote: 'So Peterman bought it? I can't believe you got away with that!'?,Jerry Seinfeld
"Who said the quote: 'Well, I'm very fortunate to be surrounded by such stupidity.'?",Elaine Benes
"Who said the quote: 'Yeah, I know how you feel.'?",Jerry Seinfeld
Who said the quote: 'Do you hear something?'?,Elaine Benes
Who said the quote: 'What?'?,Jerry Seinfeld
"Who said the quote: 'Oh, the trunk's broken, it's rattling.'?",Jerry Seinfeld
"Who said the quote: 'Jerry, I don't know how much longer I can keep this up. They're starting to give Susie assignments now!'?",Elaine Benes
"Who said the quote: 'Well, there's only one thing to do. Eliminate her.'?",Jerry Seinfeld
Who said the quote: 'What?'?,Elaine Benes
Who said the quote: '(firmly matter-of-fact) Get Rid of Susie. Make her disappear.'?,Jerry Seinfeld
Who said the quote: 'I kinda like her.'?,Elaine Benes
Who said the quote: 'She's Gooone.'?,Jerry Seinfeld
Who said the quote: 'Jerry--'?,Elaine Benes
Who said the quote: '(impatient) Gone! (starts maniacally laughing) (briefly stops to point and explain) That bumper sticker.'?,Jerry Seinfeld
Who said the quote: 'Krama. Open up! I--I know you're in there!'?,George Costanza
"Who said the quote: '(opens door) Uh--George, uh--uh--it's five o'clock in the morning, what's the matter with you..'?",Cosmo Kramer
Who said the quote: '(sad) It's only four..'?,George Costanza
Who said the quote: 'Huh?'?,Cosmo Kramer
"Who said the quote: 'I--I've been, walkin' around all night.. I've been thinkin' about Allison and me.. an' you--'?",George Costanza
"Who said the quote: 'Oh. Oh, George.'?",Cosmo Kramer
Who said the quote: 'Please. Give me another chance.'?,George Costanza
Who said the quote: '(regretfully) Uh.. I know I'm gonna regret this. (sigh) All right.'?,Cosmo Kramer
"Who said the quote: '(grateful, relieved) Thank you! I'm gonna make you both so happy!'?",George Costanza
"Who said the quote: 'All right, all right, I'll see ya later. (shuts door)'?",Cosmo Kramer
Who said the quote: '(delighted!) Woooo!'?,George Costanza
"Who said the quote: '(quiet) Oh, but I thought I was in line for that assignment.'?",Elaine Benes
"Who said the quote: 'All right, then, I was gonna wait, to tell ya this, but.. last night, Susie.. (difficult subject, quiet) she took her own Life..'?",Elaine Benes
"Who said the quote: '(happy, enthused) We're takin' George back--'?",Cosmo Kramer
Who said the quote: 'He's gonna make us very happy.'?,Cosmo Kramer
Who said the quote: '(quiet) Look at this turnout.'?,Elaine Benes
Who said the quote: '(quiet) Where did Susie find the time to meet all these people..'?,Jerry Seinfeld
Who said the quote: '(irritated) Your funeral's not gonna come close to this.'?,Elaine Benes
"Who said the quote: '(quiet) Oh, oh--ho--I'm not Susie.. I'm Elaine.'?",Elaine Benes
Who said the quote: 'Oh! Hadn't noticed! Excuse me. (she's going to the podium)'?,Elaine Benes
Who said the quote: '(privately amused) Suze? I actually had a little thing with her for a while. (indicating Elaine) Her too.'?,Jerry Seinfeld
Who said the quote: 'What can you say about a girl like Susie? (she doesn't know..)'?,Elaine Benes
Who said the quote: 'Hey.'?,Cosmo Kramer
"Who said the quote: 'Where's uh, where's Allison..'?",George Costanza
"Who said the quote: 'Oh, Allison, she didn't want to come.'?",Cosmo Kramer
Who said the quote: 'But you took me back.'?,George Costanza
"Who said the quote: 'Well, yeah, I did, but she's a tough nut. How d'ya like the tuxedo. It's a rental but I've had it for fifteen years. All right, eh. (heading in)'?",Cosmo Kramer
Who said the quote: 'Where are you goin'..'?,George Costanza
"Who said the quote: 'The Ball, silly.'?",Cosmo Kramer
"Who said the quote: '(afraid not) No no, no no no. You're not goin' in there.'?",George Costanza
Who said the quote: 'George. I thought you were gonna Change.'?,Cosmo Kramer
Who said the quote: '(impatient) For her. Not for you.'?,George Costanza
"Who said the quote: '(light admonishing, under breath) Let's just try, an' have a nice time for once, an' we'll talk about this when we get home..'?",Cosmo Kramer
"Who said the quote: 'All right, look--wait--wait--Krama--wait, wait a minute, you are not. You are not goin' in. Ah-ahhh!'?",George Costanza
"Who said the quote: 'Oh, I'm with him.'?",Cosmo Kramer
"Who said the quote: 'And.. also, much like me, Susie hated going to the, Market.'?",Elaine Benes
"Who said the quote: 'Oh, god, yes, Mr. Peterman. (steps down)'?",Elaine Benes
"Who said the quote: '(proud to Peggy, under his breath) Yeah, but he didn't sleep with both of 'em. (winks)'?",Jerry Seinfeld
"Who said the quote: '(smugly, under-his-breath) Not only that, I broke his thumbs.'?",Jerry Seinfeld
"Who said the quote: 'Mr. Peterman.. (leaning forward, whispering) I'm Susie.. She's me..'?",Elaine Benes
"Who said the quote: '(looks up, screaming in frustration!) Suuuuuuuuuuze!'?",Elaine Benes
Who said the quote: 'Morning.'?,Jerry Seinfeld
"Who said the quote: '(applying paste to brush) Ah, baking soda. Annoying little product. 'I can do this. I can do that.' Why doesn't this stuff just shut up?'?",Jerry Seinfeld
Who said the quote: 'Ooh-ooh'?,Jerry Seinfeld
Who said the quote: 'So?'?,George Costanza
Who said the quote: 'So? She used the toothbrush!'?,Jerry Seinfeld
"Who said the quote: 'You said you grabbed it outta there real fast, right?'?",George Costanza
Who said the quote: 'Yeah.'?,Jerry Seinfeld
"Who said the quote: 'So I'm sure whatever germs it landed on were knocked out, and by the time the rest of them realised what was going on, you had already grabbed it out.'?",George Costanza
Who said the quote: 'How many years of med school did you have?'?,Jerry Seinfeld
Who said the quote: 'Was she mad?'?,George Costanza
Who said the quote: 'You didn't tell her.'?,George Costanza
Who said the quote: 'Jenna's like me. She's very... (searches for word)'?,Jerry Seinfeld
Who said the quote: 'Finicky? Prissy? Fastidious?'?,George Costanza
Who said the quote: 'I'll take fastidious.'?,Jerry Seinfeld
Who said the quote: 'What is that?'?,Jerry Seinfeld
"Who said the quote: 'Ahh, Steinbrenner gave 'em to us, in honour of Phil Rizzuto being inducted into the Hall of Fame.'?",George Costanza
"Who said the quote: 'They don't actually have to squeeze his head to get him to say 'holy cow', do they?'?",Jerry Seinfeld
Who said the quote: 'Just the last few innings of a double-header.'?,George Costanza
"Who said the quote: 'Hey. Look at this. I'm in the passing lane of the Arthur Berkhardt expressway, going seventy and (makes impact sound - pckergh!) Dragged this thing for five exits.'?",Cosmo Kramer
Who said the quote: 'Why didn't you pull over?'?,Jerry Seinfeld
"Who said the quote: 'Well I was draughting behind a semi. I didn't wanna lose him. The infrastructure, Jerry, it's crumbling.'?",Cosmo Kramer
"Who said the quote: 'Well, look at that. A talking Nixon.'?",Cosmo Kramer
"Who said the quote: 'Yeah, I'd like to place an order.'?",Elaine Benes
"Who said the quote: 'This Supreme Flounder, it says first time served in America. Is that true?'?",Elaine Benes
Who said the quote: 'Forty-seven.'?,Elaine Benes
"Who said the quote: 'Uh, that's it.'?",Elaine Benes
"Who said the quote: 'Seventy-eight, West Eighty-sixth Street. Apartment three E.'?",Elaine Benes
Who said the quote: 'I'm not below.'?,Elaine Benes
Who said the quote: 'Your guy can't cross to my side?'?,Elaine Benes
"Who said the quote: 'Alright, fine. I'll just cross and meet him.'?",Elaine Benes
"Who said the quote: '(using silly voice) Uh, yeah yeah. I'd like to place an order.'?",Elaine Benes
"Who said the quote: 'Well, I'm a poppa.'?",Cosmo Kramer
Who said the quote: 'Bring it on. Nothing's throwing me at this point.'?,Jerry Seinfeld
"Who said the quote: '(handing Jerry a cigar) Well, as of today I am a proud parent of a one-mile stretch of the Arthur Berkhardt Expressway.'?",Cosmo Kramer
"Who said the quote: 'Oh, that adopt-a-highway thing.'?",Jerry Seinfeld
"Who said the quote: 'Yeah, I'm part of the solution now Jerry. Yeah, I went down there and I checked it out this morning. Here, take a look. Mile one-fourteen.'?",Cosmo Kramer
"Who said the quote: 'Aw, looks just like you.'?",Jerry Seinfeld
"Who said the quote: 'Aw, I'm beaming Jerry.'?",Cosmo Kramer
Who said the quote: 'So what d'you have to do? Pay to keep it clean?'?,Jerry Seinfeld
"Who said the quote: 'They try to push you into using their cleaning crew, with all their so-called maintenance equipment.'?",Cosmo Kramer
Who said the quote: 'That old scam.'?,Jerry Seinfeld
"Who said the quote: 'Yeah, well that's why I'm doing it all myself. This parenting isn't about delegating responsibility, it's about being there.'?",Cosmo Kramer
"Who said the quote: 'At the side of the road, with a pile of garbage.'?",Jerry Seinfeld
Who said the quote: 'Quality time.'?,Cosmo Kramer
Who said the quote: 'Keys. I can't find my keys.'?,George Costanza
Who said the quote: 'You lost Phil Rizzuto's head?!'?,Jerry Seinfeld
Who said the quote: 'Have you seen 'em?'?,George Costanza
Who said the quote: 'No.'?,Jerry Seinfeld
Who said the quote: 'Dammit!'?,George Costanza
"Who said the quote: 'C'mon, retrace your steps. What d'you do today?'?",Cosmo Kramer
"Who said the quote: 'I got up, I was supposed to go to work, I came here instead.'?",George Costanza
Who said the quote: 'Right.'?,Cosmo Kramer
"Who said the quote: 'Well, they're not here. You'll have to dig up your spare set.'?",Jerry Seinfeld
Who said the quote: 'I don't have a spare set. All my keys say 'do not duplicate'.'?,George Costanza
Who said the quote: 'So?'?,Jerry Seinfeld
Who said the quote: 'So you can't duplicate 'em.'?,George Costanza
Who said the quote: 'Sure you can. (to Jerry) Such a sweet kid.'?,Cosmo Kramer
"Who said the quote: 'Oh. Oh, hi. China Panda?'?",Elaine Benes
Who said the quote: 'I... thought that I would meet you halfway.'?,Elaine Benes
"Who said the quote: 'Oh yeah. (handing over money) There you go, keep the change. Bye now. I'll see you.'?",Elaine Benes
Who said the quote: '(at the boy's back) This isn't fair. This is address discrimination!'?,Elaine Benes
"Who said the quote: 'Well, I cleaned out their whole dental hygiene shelf.'?",Jerry Seinfeld
Who said the quote: 'So the plan is to secretly sterilise her mouth?'?,George Costanza
"Who said the quote: 'By the time I'm through with her mouth, she'll be able to eat off it. Is it safe to drink bleach if you dilute it?'?",Jerry Seinfeld
"Who said the quote: 'No, stings the throat. Anyway, so I was coming along here, and I felt like a piece of cake, you know? But then I thought, it's morning, I should really have a muffin. I like those chocolate chip ones. Then I figured, well, they're really both cake. So I, uh, I sat on that bench for a little while, twenty minutes or an hour, and then I figured, check and see what you were up to. (a thought occurs to him) Wait a minute, wait a minute. The broad jump! The broad jump over the pothole on Eighty-sixth Street!'?",George Costanza
"Who said the quote: 'Now I remember, as I jumped over the hole I heard a, like a jingling sound.'?",George Costanza
